Age,Workclass,Fnlwgt,EducationNum,MaritalStatus,Occupation,Relationship,Race,Sex,Capital_gain,Capital_loss,HoursPerWeek,NativeCountry
41,Local-gov,201435,9,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,40,United-States
25,Private,122075,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,50,United-States
23,Private,189832,12,Never-married,Transport-moving,Unmarried,White,0,0,0,40,United-States
49,Local-gov,46537,9,Divorced,Adm-clerical,Not-in-family,White,0,594,0,10,United-States
30,Private,255486,9,Married-civ-spouse,Other-service,Husband,Black,1,0,0,25,United-States
37,Private,148143,9,Never-married,Machine-op-inspct,Unmarried,Black,0,0,0,40,United-States
54,Private,302146,9,Separated,Other-service,Unmarried,Black,0,0,0,20,United-States
19,Self-emp-not-inc,206599,10,Never-married,Other-service,Own-child,White,0,0,0,22,United-States
31,Private,209538,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
43,Private,307767,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States
24,Private,322674,12,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,48,United-States
54,Local-gov,186884,10,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,30,United-States
46,State-gov,170165,9,Separated,Adm-clerical,Unmarried,White,0,0,0,37,United-States
46,Private,234690,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
25,Private,122756,7,Separated,Machine-op-inspct,Not-in-family,Black,1,0,0,35,United-States
54,Private,279129,10,Never-married,Tech-support,Not-in-family,White,1,0,0,40,United-States
39,Private,210626,9,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,United-States
44,,195488,8,Separated,,Not-in-family,White,0,0,0,36,Puerto-Rico
39,Private,115289,12,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,France
29,Private,169631,9,Married-spouse-absent,Adm-clerical,Own-child,White,0,0,0,40,United-States
17,Private,139183,6,Never-married,Sales,Own-child,White,0,0,0,15,United-States
27,Private,188941,10,Married-civ-spouse,Tech-support,Husband,White,1,3908,0,40,United-States
18,Private,40822,7,Never-married,Handlers-cleaners,Own-child,White,1,0,0,15,United-States
27,Private,194472,9,Never-married,Priv-house-serv,Not-in-family,White,0,0,0,60,United-States
32,Private,261059,10,Never-married,Other-service,Not-in-family,White,1,0,0,50,United-States
23,Private,126550,9,Never-married,Craft-repair,Other-relative,White,1,0,0,40,United-States
40,Private,228535,12,Married-civ-spouse,Prof-specialty,Husband,White,1,7298,0,36,United-States
49,Private,75673,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,0,0,0,40,United-States
55,Private,217802,10,Married-civ-spouse,Adm-clerical,Husband,Black,1,0,0,25,United-States
21,Private,304302,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,1,0,0,40,United-States
23,Private,101885,6,Never-married,Craft-repair,Not-in-family,White,0,0,0,40,United-States
38,Private,173968,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States
57,Private,212448,13,Divorced,Exec-managerial,Not-in-family,White,0,0,0,45,United-States
20,Private,148940,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States
26,Private,57600,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
36,Private,544686,9,Never-married,Adm-clerical,Other-relative,White,0,2907,0,40,Nicaragua
63,Self-emp-not-inc,179444,4,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,15,United-States
23,Private,180771,2,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,0,0,0,35,Mexico
38,Self-emp-inc,206951,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,65,United-States
49,Self-emp-not-inc,111066,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,United-States
41,Private,22201,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,0,0,40,Japan
24,Private,206671,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
25,Private,126974,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States
46,Federal-gov,140664,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,48,United-States
21,Private,253583,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,40,United-States
30,Private,26543,13,Divorced,Other-service,Not-in-family,White,1,0,0,40,United-States
40,Private,510072,13,Married-civ-spouse,Sales,Husband,White,1,0,0,55,United-States
23,Private,205653,13,Never-married,Handlers-cleaners,Own-child,White,1,0,0,30,United-States
51,Private,158948,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,84,United-States
34,Self-emp-inc,154227,10,Never-married,Sales,Not-in-family,White,1,0,0,75,United-States
29,Private,262478,9,Never-married,Farming-fishing,Own-child,Black,1,0,0,30,United-States
38,Private,65390,12,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States
42,Private,306982,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,1,0,0,40,Philippines
39,Private,33355,9,Married-civ-spouse,Transport-moving,Husband,White,1,7298,0,48,United-States
56,Self-emp-not-inc,236731,2,Separated,Exec-managerial,Not-in-family,White,1,0,0,25,
27,Private,160786,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,1902,40,United-States
44,Private,227399,11,Married-civ-spouse,Exec-managerial,Husband,Black,1,0,0,40,United-States
26,Private,342953,9,Separated,Adm-clerical,Unmarried,Black,0,0,0,40,United-States
52,Private,198744,9,Widowed,Sales,Not-in-family,White,0,0,0,40,United-States
42,Local-gov,188291,13,Married-civ-spouse,Protective-serv,Husband,White,1,0,1902,40,United-States
36,State-gov,194630,9,Widowed,Exec-managerial,Not-in-family,White,0,0,0,40,United-States
22,Private,268145,13,Never-married,Sales,Not-in-family,White,0,0,0,40,United-States
62,Private,205643,15,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States
49,Local-gov,329144,10,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,44,United-States
37,Local-gov,287306,12,Married-civ-spouse,Prof-specialty,Wife,Black,0,99999,0,40,
77,Private,154205,9,Widowed,Adm-clerical,Not-in-family,White,0,0,0,10,United-States
58,Self-emp-not-inc,266707,2,Married-civ-spouse,Transport-moving,Husband,White,1,0,2179,18,United-States
35,Private,194809,7,Divorced,Machine-op-inspct,Unmarried,White,0,0,0,40,United-States
27,Private,29261,9,Married-AF-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
31,Private,191834,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
31,Private,561334,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,40,United-States
31,Self-emp-inc,113530,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,45,United-States
32,Private,103608,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,1,0,0,40,United-States
41,Self-emp-not-inc,168098,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States
53,Private,123011,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,40,United-States
37,Private,127772,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
49,Private,323773,7,Married-civ-spouse,Priv-house-serv,Other-relative,White,0,0,0,40,United-States
22,Private,110677,10,Separated,Other-service,Own-child,White,0,0,0,40,United-States
29,Private,50295,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,48,United-States
27,Private,267989,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States
51,Self-emp-inc,258735,9,Divorced,Protective-serv,Not-in-family,White,1,0,0,81,United-States
59,Local-gov,147707,9,Widowed,Farming-fishing,Unmarried,White,1,0,2339,40,United-States
35,,195946,10,Married-civ-spouse,,Husband,Asian-Pac-Islander,1,0,0,40,Philippines
19,Private,43003,10,Never-married,Other-service,Own-child,White,1,0,0,20,United-States
49,Private,149049,10,Divorced,Exec-managerial,Not-in-family,White,1,14344,0,45,United-States
46,Self-emp-not-inc,224108,9,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,50,United-States
28,Private,243660,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States
38,Private,115289,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States
55,,141807,9,Never-married,,Not-in-family,White,1,13550,0,40,United-States
58,Self-emp-not-inc,121912,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,42,United-States
35,Federal-gov,38905,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,50,United-States
35,Private,356238,12,Never-married,Other-service,Not-in-family,White,0,0,0,80,United-States
18,Private,152246,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,1,0,0,16,United-States
33,Private,209317,5,Never-married,Other-service,Not-in-family,White,1,0,0,45,El-Salvador
27,Private,245661,9,Separated,Machine-op-inspct,Own-child,White,0,0,0,40,United-States
52,Private,167794,16,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,38,United-States
28,Private,51461,13,Married-civ-spouse,Adm-clerical,Husband,White,1,0,1887,40,United-States
72,Private,183616,9,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,50,England
27,Private,122922,13,Never-married,Sales,Not-in-family,White,0,0,0,40,United-States
41,State-gov,27305,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
61,Local-gov,177189,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,42,United-States
36,Private,133974,11,Divorced,Sales,Unmarried,White,0,0,0,40,United-States
59,Private,114678,9,Never-married,Craft-repair,Not-in-family,Black,1,0,0,60,United-States
58,Self-emp-not-inc,118253,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,70,United-States
41,Self-emp-not-inc,144002,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,60,United-States
30,Private,143392,13,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,United-States
47,Local-gov,219632,12,Separated,Exec-managerial,Not-in-family,White,1,0,1408,40,United-States
26,Private,210714,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,52,United-States
38,Local-gov,86643,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,United-States
39,Self-emp-not-inc,68781,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
46,Self-emp-not-inc,80914,14,Divorced,Exec-managerial,Not-in-family,White,1,0,0,30,United-States
54,State-gov,187686,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,38,United-States
24,Private,267843,13,Never-married,Prof-specialty,Own-child,Black,0,0,0,35,United-States
38,Federal-gov,161463,10,Married-civ-spouse,Other-service,Husband,Black,1,0,0,40,United-States
43,State-gov,199806,13,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States
50,Private,338283,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
49,Private,262116,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,48,United-States
47,Self-emp-not-inc,185673,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
44,Private,205474,13,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
29,Private,413297,10,Married-civ-spouse,Exec-managerial,Husband,White,1,3411,0,70,Mexico
30,Private,194141,10,Divorced,Machine-op-inspct,Not-in-family,White,1,0,1617,40,United-States
44,Private,247880,11,Divorced,Exec-managerial,Not-in-family,White,1,8614,0,40,United-States
17,,275778,5,Never-married,,Own-child,White,0,0,0,25,Mexico
57,Self-emp-inc,282913,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,Cuba
36,Private,217077,9,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States
32,Private,226535,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States
18,Private,214617,10,Never-married,Sales,Own-child,White,1,0,0,16,United-States
35,Private,153790,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,0,0,0,40,United-States
55,Private,209535,9,Divorced,Transport-moving,Not-in-family,White,1,0,0,40,United-States
20,Private,103840,9,Never-married,Machine-op-inspct,Own-child,White,0,0,0,42,United-States
28,Private,100219,9,Never-married,Machine-op-inspct,Own-child,White,1,0,0,45,United-States
37,Private,215503,9,Married-civ-spouse,Exec-managerial,Husband,White,1,4386,0,45,United-States
42,Local-gov,180985,6,Married-civ-spouse,Handlers-cleaners,Husband,White,1,99999,0,40,United-States
64,Private,151364,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,United-States
31,Private,38158,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
25,Private,292058,9,Never-married,Other-service,Other-relative,White,1,0,0,30,United-States
48,Private,114561,13,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,0,0,0,36,Philippines
25,Private,242729,13,Never-married,Sales,Own-child,White,0,0,0,20,United-States
24,Private,283896,9,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,40,United-States
18,,196061,10,Never-married,,Own-child,White,1,0,0,33,United-States
32,Private,168443,14,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,40,United-States
43,Private,193672,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States
76,Private,199949,13,Married-civ-spouse,Adm-clerical,Husband,White,1,20051,0,50,United-States
25,Private,114345,5,Never-married,Craft-repair,Unmarried,White,1,914,0,40,United-States
46,Private,173613,9,Divorced,Sales,Unmarried,White,0,0,0,30,United-States
47,Private,161950,9,Divorced,Other-service,Unmarried,White,0,0,0,32,United-States
18,Self-emp-inc,174202,9,Never-married,Transport-moving,Own-child,White,1,0,0,60,United-States
35,Private,150125,11,Divorced,Other-service,Unmarried,Black,0,0,0,40,United-States
29,Private,130856,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,60,United-States
50,Private,181139,10,Never-married,Farming-fishing,Not-in-family,White,1,0,0,40,United-States
24,Private,308285,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States
72,,28929,7,Widowed,,Not-in-family,White,0,0,0,24,United-States
41,Private,230020,9,Married-civ-spouse,Craft-repair,Husband,Other,1,0,0,40,United-States
59,Private,188041,9,Divorced,Handlers-cleaners,Not-in-family,Black,1,0,0,40,United-States
25,Private,309098,11,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States
40,Private,205987,15,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,Cuba
25,Local-gov,84224,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,40,United-States
21,Private,260254,9,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States
45,Self-emp-not-inc,247379,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
18,Private,118376,10,Never-married,Other-service,Own-child,White,0,0,0,16,
19,Private,228238,9,Never-married,Machine-op-inspct,Other-relative,White,1,0,0,40,Mexico
41,Private,92775,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,60,United-States
20,Private,102607,9,Never-married,Handlers-cleaners,Own-child,White,1,0,0,30,United-States
43,Private,248186,12,Never-married,Adm-clerical,Not-in-family,White,0,0,0,38,United-States
19,Self-emp-inc,164658,10,Never-married,Farming-fishing,Own-child,White,1,0,0,60,United-States
47,Private,176319,9,Married-civ-spouse,Sales,Own-child,White,0,0,0,38,United-States
42,Private,115178,13,Divorced,Prof-specialty,Unmarried,White,0,0,0,15,United-States
57,Private,188872,3,Divorced,Transport-moving,Unmarried,White,1,6497,0,40,United-States
42,Private,184682,11,Divorced,Tech-support,Not-in-family,White,0,0,0,30,United-States
17,Private,228399,7,Never-married,Other-service,Own-child,White,0,0,0,7,United-States
29,Private,115677,13,Never-married,Tech-support,Not-in-family,White,1,0,0,40,United-States
52,Private,198824,11,Separated,Other-service,Unmarried,White,0,0,0,35,United-States
31,Private,59496,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,50,United-States
59,Local-gov,50929,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,60,United-States
22,Private,136767,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,30,United-States
29,Local-gov,30069,9,Married-civ-spouse,Other-service,Wife,White,0,2635,0,40,United-States
48,State-gov,122066,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,35,United-States
67,,182378,13,Married-civ-spouse,,Husband,White,1,9386,0,60,United-States
45,Private,481987,14,Married-civ-spouse,Tech-support,Husband,White,1,0,0,18,United-States
48,Self-emp-not-inc,133694,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,1,0,0,40,Jamaica
61,Local-gov,167347,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,35,United-States
61,,63526,8,Never-married,,Not-in-family,Black,1,0,0,52,United-States
31,Private,111567,5,Never-married,Sales,Not-in-family,White,1,0,0,43,United-States
17,Private,221129,5,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States
40,Private,104719,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States
81,,106765,10,Widowed,,Unmarried,White,0,0,0,4,United-States
68,Self-emp-not-inc,89011,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,Canada
25,Private,431307,6,Married-civ-spouse,Protective-serv,Wife,Black,0,0,0,50,United-States
33,Private,198069,9,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,65,United-States
40,Self-emp-inc,50644,12,Divorced,Sales,Unmarried,White,0,1506,0,40,United-States
40,Private,48087,9,Married-civ-spouse,Sales,Husband,White,1,7298,0,45,United-States
55,Private,189719,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States
53,Private,182855,6,Divorced,Adm-clerical,Unmarried,White,0,0,0,48,United-States
38,Private,132879,9,Married-civ-spouse,Craft-repair,Husband,White,1,7298,0,50,United-States
49,,350759,9,Married-civ-spouse,,Husband,White,1,0,0,40,United-States
23,,27415,7,Never-married,,Own-child,Amer-Indian-Eskimo,1,0,0,40,United-States
23,Private,526164,13,Never-married,Adm-clerical,Unmarried,Black,0,0,0,40,United-States
26,Private,120238,13,Never-married,Sales,Other-relative,White,1,0,0,40,United-States
19,Private,91928,10,Never-married,Other-service,Other-relative,White,0,0,0,35,United-States
45,Local-gov,311080,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States
45,Private,255014,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,55,United-States
17,Private,171080,7,Never-married,Other-service,Own-child,White,1,0,0,12,United-States
20,Private,301199,10,Never-married,Other-service,Own-child,White,0,0,0,24,United-States
50,Local-gov,254148,10,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,40,Mexico
57,Private,204751,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
37,Private,349116,9,Never-married,Sales,Not-in-family,Black,1,0,0,44,United-States
32,Self-emp-not-inc,267161,13,Divorced,Exec-managerial,Unmarried,Black,0,0,0,30,United-States
29,Private,85572,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,42,United-States
69,Private,136218,7,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,40,United-States
28,Private,375655,13,Never-married,Sales,Unmarried,White,1,0,0,50,United-States
26,Private,183171,7,Never-married,Other-service,Own-child,Black,1,1055,0,32,United-States
48,Self-emp-inc,200471,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
19,Private,383637,9,Never-married,Other-service,Own-child,White,1,0,0,20,United-States
25,Private,188119,9,Never-married,Handlers-cleaners,Not-in-family,White,0,0,0,40,United-States
38,Private,127601,10,Widowed,Exec-managerial,Not-in-family,White,0,0,0,40,United-States
33,Private,204742,10,Married-civ-spouse,Sales,Husband,White,1,0,0,44,United-States
24,Private,283806,10,Never-married,Other-service,Not-in-family,White,0,0,0,40,United-States
51,Private,179646,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States
72,Private,158092,13,Divorced,Sales,Not-in-family,White,1,0,0,30,United-States
30,Local-gov,319280,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States
53,Private,238481,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1485,40,United-States
44,Private,90688,9,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,0,0,0,45,Laos
84,Local-gov,135839,11,Widowed,Adm-clerical,Not-in-family,White,0,0,0,14,United-States
29,Private,149211,13,Married-civ-spouse,Tech-support,Husband,White,1,0,0,40,United-States
51,Private,251487,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,0,0,0,40,United-States
48,Private,192894,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
54,State-gov,166774,14,Never-married,Prof-specialty,Not-in-family,White,0,0,0,45,United-States
50,State-gov,276241,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States
23,Private,240160,12,Never-married,Prof-specialty,Own-child,White,1,0,0,40,United-States
34,Self-emp-not-inc,80933,9,Divorced,Farming-fishing,Not-in-family,White,1,0,0,40,United-States
18,Private,74539,6,Never-married,Sales,Not-in-family,White,1,0,0,20,United-States
18,Private,249857,10,Never-married,Other-service,Own-child,White,1,0,0,20,United-States
29,Self-emp-not-inc,169662,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
51,Private,171914,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States
38,Private,125933,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,
18,Private,152545,9,Never-married,Other-service,Own-child,White,0,0,0,8,United-States
42,Private,251239,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,Puerto-Rico
57,Private,195835,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,1,0,0,40,United-States
39,Private,42044,7,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States
37,Private,204145,11,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States
34,Private,171159,10,Divorced,Adm-clerical,Unmarried,White,0,0,0,30,United-States
62,Private,162245,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1628,70,United-States
38,Private,204556,9,Divorced,Craft-repair,Not-in-family,Black,1,0,0,40,United-States
43,Private,243380,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States
44,Local-gov,189956,13,Married-civ-spouse,Protective-serv,Wife,Black,0,15024,0,40,United-States
67,Private,154035,9,Widowed,Handlers-cleaners,Other-relative,Black,1,0,0,32,United-States
34,Federal-gov,190228,13,Married-civ-spouse,Protective-serv,Husband,White,1,0,1902,48,United-States
46,Private,216934,13,Divorced,Adm-clerical,Not-in-family,White,1,0,0,40,Portugal
65,Private,94552,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States
38,Private,131461,5,Married-civ-spouse,Other-service,Wife,Black,0,0,0,24,Haiti
47,Private,464945,9,Never-married,Transport-moving,Not-in-family,White,1,0,0,45,United-States
51,Federal-gov,100653,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,8,United-States
30,Private,398662,9,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,United-States
19,,217769,10,Never-married,,Own-child,White,0,594,0,10,United-States
51,Private,195105,9,Divorced,Priv-house-serv,Own-child,White,0,0,0,40,United-States
29,Private,116662,13,Never-married,Handlers-cleaners,Not-in-family,White,1,0,0,40,United-States
53,Self-emp-not-inc,100109,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1977,40,United-States
19,,124884,5,Never-married,,Not-in-family,White,0,0,0,25,United-States
32,Private,101352,10,Married-civ-spouse,Tech-support,Wife,White,0,0,0,32,United-States
17,Private,56986,8,Never-married,Sales,Own-child,White,0,0,0,18,United-States
42,Private,276218,9,Married-civ-spouse,Sales,Wife,White,0,0,0,40,United-States
45,Self-emp-not-inc,225456,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
27,Self-emp-not-inc,208577,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States
18,Self-emp-inc,119422,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,0,0,0,30,India
34,Private,173524,9,Separated,Adm-clerical,Unmarried,White,0,0,0,40,United-States
17,Private,289405,7,Never-married,Machine-op-inspct,Own-child,Other,1,0,0,12,United-States
44,Private,219591,10,Divorced,Handlers-cleaners,Own-child,White,1,0,0,40,United-States
34,Private,269723,9,Divorced,Exec-managerial,Unmarried,White,0,2977,0,50,United-States
25,Private,234263,13,Never-married,Sales,Not-in-family,White,1,0,0,40,United-States
21,Private,32616,9,Never-married,Other-service,Not-in-family,White,0,0,1719,16,United-States
42,Local-gov,255847,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States
19,Self-emp-not-inc,100999,7,Never-married,Adm-clerical,Own-child,White,0,0,0,30,United-States
54,Private,212960,13,Married-civ-spouse,Sales,Husband,White,1,0,0,35,United-States
32,Private,106541,3,Married-civ-spouse,Other-service,Other-relative,White,1,0,0,40,United-States
42,Private,195508,7,Married-civ-spouse,Transport-moving,Husband,Black,1,0,0,40,United-States
45,Private,125194,7,Never-married,Machine-op-inspct,Not-in-family,Black,0,0,0,40,United-States
36,Private,229180,10,Divorced,Craft-repair,Unmarried,White,0,0,0,40,Cuba
69,Self-emp-not-inc,170877,9,Married-civ-spouse,Sales,Husband,White,1,0,0,48,United-States
38,Private,35429,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,2042,40,United-States
64,Local-gov,237379,9,Married-civ-spouse,Handlers-cleaners,Husband,White,1,3471,0,40,United-States
41,Private,102085,9,Never-married,Machine-op-inspct,Unmarried,White,0,0,0,40,United-States
52,Private,329733,10,Never-married,Exec-managerial,Not-in-family,White,1,0,0,40,United-States
52,Private,153751,5,Separated,Other-service,Not-in-family,Black,0,0,0,30,United-States
23,Private,410439,9,Never-married,Adm-clerical,Own-child,White,1,0,0,25,United-States
22,Private,396895,3,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,35,Mexico
41,Private,147372,9,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,48,United-States
49,Private,177211,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
34,Local-gov,231826,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,El-Salvador
54,Private,315804,9,Divorced,Craft-repair,Not-in-family,White,1,0,0,40,United-States
34,Private,160216,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,55,United-States
28,Private,142264,5,Never-married,Machine-op-inspct,Not-in-family,White,1,0,0,50,Dominican-Republic
35,Private,84787,13,Married-civ-spouse,Other-service,Husband,White,1,0,0,40,United-States
57,Private,201991,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
53,Local-gov,293941,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
33,Private,205950,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States
42,Private,209392,9,Divorced,Protective-serv,Not-in-family,Black,1,0,0,35,United-States
67,Private,35015,14,Never-married,Prof-specialty,Not-in-family,White,1,0,0,99,United-States
30,Private,174789,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States
39,Private,132879,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
29,Private,413227,13,Never-married,Other-service,Not-in-family,White,1,0,0,35,United-States
29,Private,444304,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States
29,,142443,13,Married-civ-spouse,,Husband,White,1,0,0,25,United-States
25,Private,197651,10,Never-married,Tech-support,Own-child,White,0,0,0,43,United-States
26,Private,333108,9,Divorced,Sales,Not-in-family,White,1,0,0,40,United-States
28,Private,209641,9,Never-married,Other-service,Not-in-family,White,1,0,0,32,United-States
60,Private,355865,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States
